"IIIa","IIIa'","IIIb","IIIb'","IIIc","IIIc'","IIa","IIa'","IIb","IIb'","IIc","IIc'","Ia","Ib","Ic"
"RDA1",-0.126903000745689,-0.383159415529557,-0.0498056023444151,-0.13945321936913,-0.0480846208253341,-0.160993324735736,0.0806790393443497,-0.121964592582923,0.14346342606695,-0.179073559284426,-0.022164629578181,-0.161127698715958,0.434541400831039,0.278023847433541,0.128872796079965
"RDA2",0.157728010914661,0.0140124151375954,0.0273964238546411,-0.0307838651967298,-0.0295126241748869,-0.072737310530307,0.128815356736404,0.0516031428352527,0.0460105036097972,-0.123255821589078,-0.0749804458247882,-0.0597082367289716,-0.10706790027764,0.0518726625120742,-0.0203548338652293
